Name,Date,Time,Venue,Address,Tickets Buying Urls,Filter
AWS Cloud Architect Training in New York City,"13 Jan,11 Feb",,"Simplilearn Solutions Pvt Ltd., New York City","600 3rd Ave 2nd floor, New York, NY, United States",https://www.simplilearn.com/aws-cloud-architect-certification-training-course-in-new-york-city,weekend
NYC Skyline Dinner Cruise,"6 Jan,5 Feb","7:00 pm GMT-5,7:00 pm GMT-5",Event Cruises NYC,"Pier 36, 299 South St, New York, NY, United States",https://eventcruisesnyc.com/events/nyc-skyline-dinner-cruise | https://libertycruise.nyc/events/nyc-skyline-dinner-cruise | https://www.eventbrite.com/e/nyc-skyline-dinner-cruise-tickets-163538569263 | https://mommypoppins.com/new-york-city-kids/event/tours-attractions/nyc-skyline-dinner-cruise-2023,weekend
COMEDY NIGHT @ GOLD COAST ARTS,4 Feb,"3:00 pm GMT-5,4:30 pm GMT-5",Gold Coast Arts Center,"113 Middle Neck Rd, Great Neck, NY, United States",https://calendar.time.ly/6a37fb6n/event/75337418,weekend
KPOP - The Musical,5 Feb,3:00 pm GMT-5,Circle in the Square Theatre & School,"235 W 50th St, New York, NY, United States",https://www.ticketsmarter.com/e/kpop-the-musical-tickets-new-york-2-5-2023-circle-in-the-square-theatre/5106208 | https://seatgeek.com/kpop-the-musical-new-york-tickets/circle-in-the-square-theatre-2023-02-05-3-pm/broadway/5693681 | https://pix11.com/calendar/#!/details/KPOP-The-Musical/10499532/2023-02-09T19 | https://local.aarp.org/event/kpop-the-musical-2023-02-05-tm-new-york-ny.html | https://heartbeatmap.com/event/268145,weekend
STOMP (NY),4 Feb,9:00 am GMT-5,United States,,https://bestthingsny.com/event/stomp-ny-2023-02-04-tm-new-york-ny.html,weekend
"Feb 5: Bards and Griots — Music at Our Saviour's Atonement, NYC",5 Feb,"5:00 pm GMT-5,6:15 pm GMT-5",Our Saviours Atonement Lutheran Church,"178 Bennett Ave, New York, NY, United States",https://www.mosaconcerts.org/events/230205-yacouba-hadfield-kibbey,weekend
F*ck7thGrade,"23 Jan,11 Feb","12:00 am GMT-5,12:00 am GMT-5",wild project,"195 E 3rd St, New York, NY, United States",https://ci.ovationtix.com/621/production/1133446 | https://thewildproject.org/ | https://www.timeout.com/newyork/theater/f-ck7thgrade | https://antigonerising.com/event/4861372/619502013/f-ck7thgrade | https://events.gaycitynews.com/event/fck7thgrade-2/2023-01-23/,weekend
New York Family Camp Fair & Family Fun Day  - Upper West Side,5 Feb,"12:00 pm GMT-5,3:00 pm GMT-5",Congregation Rodeph Sholom,"7 W 83rd St, New York, NY, United States",https://www.unation.com/event/new-york-family-camp-fair-family-fun-day-upper-west-side-13486990 | https://allevents.in/new%20york/new-york-family-camp-fair-and-family-fun-day-upper-west-side/10000465331106867,weekend
Who Murdered Love? (2023),19 Feb,,Theater For the New City,"155 1st Ave., New York, NY, United States",https://www.theatermania.com/shows/new-york-city-theater/who-murdered-love-2023_412905,week
"SIX (New York, NY)",5 Feb,"2:00 pm GMT-5,6:00 pm GMT-5",Lena Horne Theatre,"256 W 47th St, New York, NY, United States",https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fsix-new-york-ny-new-york-new-york-02-05-2023%2Fevent%2F03005D34A0ED1D98 | https://local.aarp.org/event/six-new-york-ny-1-2023-02-05-tm-new-york-ny.html | https://allevents.in/manhattan/six-new-york-ny/200023402062518?ref=footer-up-eventlist | https://www.eventsfy.com/event/six-new-york-ny-92ee/new-york/brooks-atkinson-theatre/2023-02-05,week
The Cafe Wha? House Band,"2 Feb,24 Feb","10:30 pm GMT-5,12:30 am GMT-5",Cafe Wha?,"115 MacDougal St, New York, NY, United States",https://donyc.com/events/2023/2/2/the-cafe-wha-house-band-tickets,week
New York Youth Symphony Composers Reading — DECODA,"5 Feb,9 Feb","12:00 pm GMT-5,12:00 pm GMT-5",The DiMenna Center for Classical Music,"450 W 37th St, New York, NY, United States",https://www.decodamusic.org/calendar/nyys-2023,week
Kimberly Akimbo,"1 Feb,2 Feb","2:00 pm GMT-5,12:00 am GMT-5",Booth Theatre,"222 W 45th St, New York, NY, United States",https://www.vividseats.com/kimberly-akimbo-tickets-new-york-booth-theatre-2-1-2023--theater-musical/production/3987426?utm_medium=organic&utm_source=google_eventsearch | https://www.ticketsmarter.com/e/kimberly-akimbo-tickets-new-york-2-1-2023-booth-theatre/5189416 | https://www.closeseats.com/new-york/broadway/kimberly-akimbo-tickets/5189384 | https://www.meetandgreetticket.com/Events/5189416/Kimberly-Akimbo-Tickets | https://www.ticketmaster.com/kimberly-akimbo-new-york-02-01-2023/event/Z7r9jZ1Adfo0-,week
Kimberly Akimbo,5 Feb,"3:00 pm GMT-5,8:00 pm GMT-5",Booth Theatre,"222 W 45th St, New York, NY, United States",https://www.vividseats.com/kimberly-akimbo-tickets-new-york-booth-theatre-2-5-2023--theater-musical/production/3987433?utm_medium=organic&utm_source=google_eventsearch | https://www.ticketsmarter.com/e/kimberly-akimbo-tickets-new-york-2-5-2023-booth-theatre/5189460 | https://www.feefreeticket.com/kimberly-akimbo-booth-theatre/5189460 | https://mysuitetickets.com/5189460/kimberly-akimbo-tickets | https://www.ticketmaster.com/kimberly-akimbo-new-york-02-05-2023/event/Z7r9jZ1Adfo0E,week
Between Riverside and Crazy,5 Feb,"3:00 pm GMT-5,8:00 pm GMT-5",The Hayes Theater,"240 W 44th St, New York, NY, United States",https://www.vividseats.com/between-riverside-and-crazy-tickets-new-york-helen-hayes-theatre-2-5-2023--theater-arts-and-theater/production/4131254?utm_medium=organic&utm_source=google_eventsearch | https://www.bandsintown.com/e/1026690264-crazy-at-helen-hayes-theatre?came_from=209 | https://www.cheaptickets.com/events/tickets/between-riverside-and-crazy-5347445 | https://www.ticketsmarter.com/e/between-riverside-and-crazy-tickets-new-york-2-5-2023-helen-hayes-theatre/5347445 | https://www.ticketsource.com/2211587/Between-Riverside-and-Crazy,week
Almost Famous - Musical,5 Feb,3:00 pm GMT-5,Bernard B. Jacobs Theatre,"242 W 45th St, New York, NY, United States",https://www.bandsintown.com/e/1025679819-almost-famous-at-bernard-b.-jacobs-theatre?came_from=209 | https://www.ticketmaster.com/almost-famous-musical-new-york-02-05-2023/event/Z7r9jZ1AdfSJF | https://seatgeek.com/almost-famous-new-york-tickets/bernard-b-jacobs-theatre-2023-02-05-3-pm/broadway/5744548,week
Six the Musical,5 Feb,"2:00 pm GMT-5,5:00 pm GMT-5",Lena Horne Theatre,"256 W 47th St, New York, NY, United States",https://www.vividseats.com/six-the-musical-tickets-new-york-brooks-atkinson-theatre-2-5-2023--theater-musical/production/4127952?utm_medium=organic&utm_source=google_eventsearch | https://www.boxofficeticketsales.com/5343385/six-the-musical-tickets-sun-2-5-2023-lena-horne-theatre | https://www.ticketsmarter.com/e/six-the-musical-tickets-new-york-2-5-2023-lena-horne-theatre/5343385 | https://www.closeseats.com/new-york/broadway/six-the-musical-tickets/5343386 | https://seatgeek.com/six-the-musical-new-york-tickets/lena-horne-theatre-1-2023-02-05-2-pm/broadway/5834570,week
"Lil Maru - From Me 2 You Tour ( Brooklyn, NY )",5 Feb,"2:00 pm GMT-5,6:00 pm GMT-5",Eris,"167 Graham Ave, Brooklyn, NY, United States",https://www.eventbrite.com/e/lil-maru-from-me-2-you-tour-brooklyn-ny-tickets-476487636347,week
KIDS - In Person Art and Craft for Kids (Manhattan),4 Feb,"4:00 pm GMT-5,5:00 pm GMT-5",Speakitaly NYC,"49 W 28th St floor 3, New York, NY, United States",https://allevents.in/new%20york/kids-in-person-art-and-craft-for-kids-manhattan/10000385668864957,weekend
Intro to Songwriting Intensive Workshop,"14 Jan,4 Feb","8:00 pm GMT-5,9:30 pm GMT-5",,"146 W 29th St, New York, NY, USA",https://coursehorse.com/nyc/classes/performing-arts/music/song-writing/introduction-to-songwriting-intensive?schedule=3690957 | https://krowneonyourvoice.com/songwriting_intensive.html,weekend
"SIX (New York, NY)",5 Feb,"2:00 pm GMT-5,6:00 pm GMT-5",Lena Horne Theatre,"256 W 47th St, New York, NY, United States",https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fsix-new-york-ny-new-york-new-york-02-05-2023%2Fevent%2F03005D34A0ED1D98 | https://local.aarp.org/event/six-new-york-ny-1-2023-02-05-tm-new-york-ny.html | https://allevents.in/manhattan/six-new-york-ny/200023402062518?ref=footer-up-eventlist | https://www.eventsfy.com/event/six-new-york-ny-92ee/new-york/brooks-atkinson-theatre/2023-02-05,weekend
15th Anniversary Celebration at The Little Gym of Bay Ridge-Bensonhurst,4 Feb,"2:00 pm GMT-5,4:00 pm GMT-5",The Little Gym of Bay Ridge-Bensonhurst,"8681 18th Ave, Brooklyn, NY, United States",https://allevents.in/brooklyn/15th-anniversary-celebration-at-the-little-gym-of-bay-ridge-bensonhurst/10000503512337957 | https://www.eventbrite.com/e/15th-anniversary-celebration-at-the-little-gym-of-bay-ridge-bensonhurst-tickets-503512337957,weekend
Uptown Jazz Tentet,5 Feb,"5:30 pm GMT-5,7:00 pm GMT-5",Birdland Jazz Club,"315 W 44th St #5402, New York, NY, United States",https://www.eventbrite.com/e/uptown-jazz-tentet-tickets-488825890397 | https://www.unation.com/event/uptown-jazz-tentet-13889023,weekend
Jewel Thief Saturdays,4 Feb,6:00 pm GMT-5,Jewel Thief,"30 W 30th St, New York, NY, United States",https://app.discotech.me/events/37282159-jewel-thief-saturdays-at-jewel-thief,weekend
Dark Streets (Pogues Tribute) + Straight to Hell (Clash Tribute),6 Feb,,,"61 Wythe Ave, Brooklyn, NY, USA",https://www.expedia.com/event-tickets/event/dark-streets-tickets-brooklyn-bowl-ny-brooklyn-ny-2-5-2023-5466179 | https://www.ticketweb.com/event/dark-streets-pogues-tribute-brooklyn-bowl-tickets/12721075 | https://www.eventticketscenter.com/dark-streets-brooklyn-02-05-2023/5466179/t | https://www.closeseats.com/brooklyn/other-concerts/dark-streets-tickets/5466179 | https://www.brooklynbowl.com/events/detail/dark-streets-pogues-tribute-straight-to-hell-clash-tribute-12721075,weekend
Hadestown Tickets,5 Feb,"3:00 pm GMT-5,8:00 pm GMT-5",Walter Kerr Theatre,"219 W 48th St, New York, NY, United States",https://www.vividseats.com/hadestown-tickets-new-york-walter-kerr-theatre-2-5-2023--theater-arts-and-theater/production/3938009?utm_medium=organic&utm_source=google_eventsearch | https://www.eseats.com/production/2075680/hadestown_tickets.html | https://www.boxofficeticketsales.com/5126747/hadestown-tickets-sun-2-5-2023-walter-kerr-theatre | https://www.ticketsmarter.com/e/hadestown-tickets-new-york-2-5-2023-walter-kerr-theatre/5126747 | https://www.ticketsource.com/2075680/Hadestown,weekend
Harry Potter and the Cursed Child,5 Feb,"2:00 pm GMT-5,4:00 pm GMT-5",Lyric Theatre,"214 W 43rd St, New York, NY, United States",https://www.vividseats.com/harry-potter-and-the-cursed-child-tickets-new-york-lyric-theatre-new-york-2-5-2023--theater-arts-and-theater/production/4070819?utm_medium=organic&utm_source=google_eventsearch | https://www.captainticket.com/NY/New-York-Events/Cheap-Harry-Potter-and-the-Cursed-Child-Tickets-Lyric-Theatre-NY-2023-02-05-14-00-00-2133978 | https://www.ticketsmarter.com/e/harry-potter-and-the-cursed-child-tickets-new-york-2-5-2023-lyric-theatre-new-york/5279722 | https://www.closeseats.com/new-york/broadway/harry-potter-and-the-cursed-child-tickets/5279722 | https://www.feefreeticket.com/harry-potter-and-the-cursed-child-lyric-theatre-new-york/5279722,weekend
Gimme Gimme Disco - A Dance Party Inspired by ABBA,4 Feb,,,"61 Wythe Ave, Brooklyn, NY, USA",https://www.ticketweb.com/event/gimme-gimme-disco-brooklyn-bowl-tickets/12725645 | https://www.eventticketscenter.com/gimme-gimme-disco-brooklyn-02-03-2023/5469082/t | https://www.closeseats.com/brooklyn/other-concerts/gimme-gimme-disco-tickets/5469082 | https://www.stagefronttickets.com/events/4229308/gimme-gimme-disco-tickets-brooklyn-bowl-ny | https://www.brooklynbowl.com/events/detail/gimme-gimme-disco-a-dance-party-inspired-by-abba-12725645,weekend
CCB Reggae All-Stars,5 Feb,3:30 pm GMT-5,Sony Hall,"235 W 46th St, New York, NY, United States",https://www.ticketmaster.com/search?tm_link=seo_bc_name&q=ccb%2Breggae%2Ball%2Bstars&ga=tmol_act_override_srp_2209094 | https://www.instagram.com/ccbreggae/,week
Moulin Rouge! The Musical Tickets,4 Feb,2:00 pm GMT-5,Al Hirschfeld Theatre,"302 W 45th St, New York, NY, United States",https://seatgeek.com/moulin-rouge-the-musical-tickets/al-hirschfeld-theatre-2023-02-04-2-pm/broadway/5722502,week
Titanique - Musical,"3 Feb,4 Feb","2:00 pm GMT-5,12:00 am GMT-5",Daryl Roth Theatre,"101 E 15th St, New York, NY, United States",https://www.eventticketscenter.com/titanique-musical-new-york-02-03-2023/5473587/t | https://www.ticketsource.com/2209290/Titanique,week
Nick Leng,2 Feb,"6:00 pm GMT-5,10:00 pm GMT-5",The Mercury Lounge,"217 E Houston St, New York, NY, United States",https://www.expedia.com/event-tickets/event/nick-leng-tickets-mercury-lounge-ny-new-york-ny-2-2-2023-5463080 | https://www.eventticketscenter.com/nick-leng-new-york-02-02-2023/5463080/t | https://prf.hn/click/camref:1011l9QnS/destination:https://www.stubhub.com/nick-leng-new-york-tickets-2-2-2023/event/151300435/ | https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fnick-leng-new-york-new-york-02-02-2023%2Fevent%2F00005D7DE4AE61B1 | https://click.linksynergy.com/deeplink?id=4PGeUcTDwJs&mid=47126&murl=https%3A%2F%2Fseatgeek.com%2Fnick-leng-tickets%2Fnew-york-new-york-mercury-lounge-2023-02-02-6-pm%2Fconcert%2F5886073%3Faid%3D13185,week
Community Baby Shower,3 Feb,"4:00 pm GMT-5,7:00 pm GMT-5",Betances Health Center,"280 Henry St, New York, NY, United States",https://www.eventbrite.com/e/community-baby-shower-tickets-492739957477,week
The Appointment,"12 Jan,4 Feb","12:00 am GMT-5,12:00 am GMT-5",WP Theater,"WP Theater, 4th floor, 2162, Broadway, New York, NY, United States",https://www.timeout.com/newyork/theater/the-appointment-1 | https://wptheater.org/wp-space-program/the-appointment/,week
Tributo a Alejandra Guzman y Gloria Trevi,"4 Feb,5 Feb","11:59 pm GMT-5,3:00 am GMT-5",Sabor Latino,"95-35 40th Rd, Queens, NY, United States",https://www.eventbrite.com/e/tributo-a-alejandra-guzman-y-gloria-trevi-tickets-491080855057 | https://www.stubhub.com/sabor-latino-tickets/venue/102112239/ | https://allevents.in/queens/tributo-a-alejandra-guzman-y-gloria-trevi/10000491080855057?ref=footer-up-eventlist,week
The Wildly Inappropriate Poetry of Arthur Greenleaf Holmes,"11 Jan,9 Feb","12:00 am GMT-5,12:00 am GMT-5",The Tank,"312 W 36th St., New York, NY, United States",https://www.arthurgreenleafholmes.com/ | https://www.timeout.com/newyork/theater/the-wildly-inappropriate-poetry-of-arthur-greenleaf-holmes | https://events.rocklandparent.com/event/the-wildly-inappropriate-poetry-of-arthur-greenleaf-holmes/2023-01-11/ | https://pix11.com/calendar/?_escaped_fragment_=/show/?start=2022-06-02#!/details/The-Wildly-Inappropriate-Poetry-of-Arthur-Greenleaf-Holmes/10894066/2023-01-11T21 | https://events.amny.com/event/the-wildly-inappropriate-poetry-of-arthur-greenleaf-holmes/2023-01-11/,week
The Last Rockstars,"4 Feb,5 Feb","8:00 pm GMT-5,1:00 am GMT-5",Hammerstein Ballroom at Manhattan Center,"311 W 34th St., New York, NY, United States",https://www.expedia.com/event-tickets/event/the-last-rockstars-tickets-hammerstein-ballroom-new-york-ny-2-4-2023-5432941 | https://www.eventticketscenter.com/the-last-rockstars-new-york-02-04-2023/5432941/t | https://m.facebook.com/events/808417297036656/ | https://pix11.com/calendar/?_escaped_fragment_=/show/?start=2021-03-09#!/details/THE-LAST-ROCKSTARS-YOSHIKI/11203655/2023-02-04T20 | https://donyc.com/events/2023/2/4/the-last-rockstars-live-debut-2023-tickets,week
Couture Fashion Week New York,"4 Feb,5 Feb","4:00 pm GMT-5,11:00 pm GMT-5",The Prince George Ballroom,"15 E 27th St, New York, NY, United States",https://www.eventbrite.com/e/couture-fashion-week-new-york-feb-4-5-2023-4pm-6pm-8pm-tickets-400958185727 | https://www.apparelnews.net/events/2023/feb/04/couture-fashion-week-new-york/?et=22283 | https://m.facebook.com/events/1210839349758568/?active_tab=about | https://www.couturefashionweek.com/casting/ | https://allevents.in/york/couture-fashion-week-new-york-37th-season/200023053241909,week
Rock the Line: A Play by Kathleen Warnock,"11 Jan,5 Feb","10:00 pm GMT-5,1:00 am GMT-5",The Flea Theater,"20 Thomas St, New York, NY, United States",https://www.purplecircuit.org/openings/rock-the-line-a-play-by-kathleen-warnock/,weekend
Moulin Rouge - The Musical,5 Feb,,Al Hirschfeld Theatre,"302 W 45th St, New York, NY, United States",https://www.vividseats.com/moulin-rouge-tickets-new-york-al-hirschfeld-theatre-2-5-2023--theater-musical/production/3987068?utm_medium=organic&utm_source=google_eventsearch | https://www.captainticket.com/NY/New-York-Events/Cheap-Moulin-Rouge-Tickets-Al-Hirschfeld-Theatre-2023-02-05-15-00-00-2098260 | https://www.ticketsmarter.com/e/moulin-rouge-the-musical-tickets-new-york-2-5-2023-al-hirschfeld-theatre/5188194 | https://www.feefreeticket.com/moulin-rouge-the-musical-al-hirschfeld-theatre/5188194 | http://www.alhirschfeldtheatre.org/events/moulin-rouge-the-musical-812/,weekend
& Juliet,4 Feb,"2:00 pm GMT-5,11:00 pm GMT-5",Stephen Sondheim Theatre,"124 W 43rd St, New York, NY, United States",https://www.vividseats.com/-juliet-tickets-new-york-stephen-sondheim-theatre-2-4-2023--theater-musical/production/4031874?utm_medium=organic&utm_source=google_eventsearch | https://www.boxofficeticketsales.com/5216099/and-juliet-tickets-sat-2-4-2023-stephen-sondheim-theatre | https://www.ticketsmarter.com/e/and-juliet-tickets-new-york-2-4-2023-stephen-sondheim-theatre/5216099 | https://frontrowtickets.com/tickets/Stephen-Sondheim-Theatre/t5216099/and-Juliet-tickets.aspx | http://www.stephensondheimtheater.com/events/juliet-84/,weekend
International Saturdays,"4 Feb,5 Feb","6:00 pm GMT-5,2:00 am GMT-5",Kiss Entertainment - Best Nightclub & DJs - Queens NY,"130-35 91st Ave, Queens, NY, United States",https://www.eventbrite.com/e/international-saturdays-at-kiss-nightclub-caribbean-party-tickets-494309802927 | https://allevents.in/mobile/amp-event.php?event_id=10000483677661907,weekend
Who Murdered Love? (2023),19 Feb,,Theater For the New City,"155 1st Ave., New York, NY, United States",https://www.theatermania.com/shows/new-york-city-theater/who-murdered-love-2023_412905,weekend
Rock the Rockbar,5 Feb,"4:00 pm GMT-5,9:00 pm GMT-5",Rockbar NYC,"185 Christopher St, New York, NY, United States",https://tockify.com/thotyssey/detail/19178/1675630800000,weekend
The Cafe Wha? House Band,"2 Feb,24 Feb","10:30 pm GMT-5,12:30 am GMT-5",Cafe Wha?,"115 MacDougal St, New York, NY, United States",https://donyc.com/events/2023/2/2/the-cafe-wha-house-band-tickets,weekend
Audience,19 Feb,,,"66 E 4th St, New York, NY, USA",https://www.lamama.org/shows/audience-2023 | https://www.theatermania.com/shows/new-york-city-theater/off-off-broadway/audience_414924 | https://pix11.com/calendar/#!/details/Audience/11268658/2023-02-02T19 | https://www.rehearsalfortruth.org/program/audience-2023 | https://mommypoppins.com/new-york-city-kids/event/events/audience,weekend
Open Mic Event,"7 Jan,6 Feb","6:30 pm GMT-5,3:09 am GMT-5",Bartini Bar & Lounge,"124 N Carll Ave, Babylon, NY, United States",https://www.openmicnewyork.com/MoreInfo/NTIwOCMjIyNURVhU | https://www.openmiclongisland.com/MoreInfo/NTIwOCMjIyNURVhU,weekend
Comedysportz,4 Feb,4:30 pm GMT-5,53 Above,"318 W 53rd St, New York, NY, United States",https://www.53above.com/events/comedysportz-2023-02-04163000,weekend
Redemption Songs Tour,5 Feb,"4:00 pm GMT-5,6:00 pm GMT-5",St Augustine's Episcopal Church,"4301 Avenue D, Brooklyn, NY, United States",https://www.eventbrite.com/e/redemption-songs-tour-tickets-500908128697 | https://allevents.in/brooklyn/redemption-songs-tour/10000500908128697,week
NEW YORK OPERA CONSERVATORY:  FREE 2022 Summer Concert Series – Croton Free Library,"3 Feb,7 Feb","7:00 pm GMT-5,8:30 pm GMT-5",Croton Free Library,"171 Cleveland Dr, Croton-On-Hudson, NY, United States",https://bestthingsny.com/event/new-york-opera-conservatory-free-2022-summer-concert-series-croton-free-library-2023-02-03-croton-on-hudson-ny.html,week
Ben Wolfe Quartet in the Theater,5 Feb,"2:00 pm GMT-5,3:30 pm GMT-5",Birdland Jazz Club,"315 W 44th St #5402, New York, NY, United States",https://allevents.in/new%20york/ben-wolfe-quartet-in-the-theater/10000488815679857 | https://birdlandjazz.com/event/ben-wolfe-quartet-in-the-theater-5/,week
NEW YORK OPERA CONSERVATORY:  FREE 2022 Summer Concert Series – Croton Free Library,"31 Jan,4 Feb","7:00 pm GMT-5,8:30 pm GMT-5",Croton Free Library,"171 Cleveland Dr, Croton-On-Hudson, NY, United States",https://bestthingsny.com/event/new-york-opera-conservatory-free-2022-summer-concert-series-croton-free-library-2023-01-31-croton-on-hudson-ny.html,week
The Machine Stops,"27 Jan,5 Feb","7:30 pm GMT-5,2:30 pm GMT-5",The Mark O'Donnell Theater at the Entertainment Community Fund Arts Center,"160 Schermerhorn St, Brooklyn, NY, United States",https://www.broadwayworld.com/regionalbuytickets.cfm?id=3538262&advertiser=2&website=https://www.eventbrite.com/e/the-machine-stops-tickets-490995499757 | https://www.eventbrite.com/e/the-machine-stops-tickets-490995499757 | https://www.kevinrayworks.com/the_machine_stops/ | https://www.brooklynartscouncil.org/events/kevin-ray | https://www.theatermania.com/shows/new-york-city-theater/off-off-broadway/the-machine-stops_414665,week
Family Storytime @ City Island,3 Feb,11:00 am GMT-5,City Island Library,"320 City Island Ave, The Bronx, NY, United States",https://events.bxtimes.com/event/family-storytime-city-island-at-city-island-library-2023-02-03/,week
Open Mic Event,"3 Jan,2 Feb","7:30 pm GMT-5,9:24 am GMT-5",Montclair Brewery,"101 Walnut St, Montclair, NJ, United States",https://www.openmicnewjersey.com/MoreInfo/NjM0OCMjIyNURVhU,week
James Reid: Lovescene 2023 Tour,5 Feb,7:00 pm GMT-5,The Bowery Ballroom,"6 Delancey St, New York, NY, United States",https://festivaly.eu/en/james-reid-lovescene-2023-tour-bowery-ballroom-new-york-2023 | https://donyc.com/events/2023/2/5/james-reid-lovescene-2023-tour-tickets | https://www.livenation.com/artist/K8vZ917oSC0/james-reid-events | https://tickets.spotify.com/tickets/james-reid-lovescene-2023-tour-new-york | https://local.aarp.org/event/james-reid-lovescene-2023-tour-2023-02-05-tm-new-york-ny.html,week
Perfect Crime,4 Feb,"2:00 pm GMT-5,6:00 pm GMT-5",The Theater Center,"210 W 50th St, New York, NY, United States",https://www.vividseats.com/perfect-crime-tickets-new-york-the-theater-center-2-4-2023--theater-arts-and-theater/production/4140859?utm_medium=organic&utm_source=google_eventsearch | https://www.ticketsmarter.com/e/perfect-crime-tickets-new-york-2-4-2023-anne-l-bernstein-theater-at-the-theater-center/5425049 | https://www.closeseats.com/new-york/off-broadway/perfect-crime-tickets/5425049 | https://www.ticketsource.com/2210663/Perfect-Crime | https://ticketmaster.evyy.net/c/253520/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fperfect-crime-new-york-new-york-02-04-2023%2Fevent%2F30005D3BDA3B2397,week
Story Time,3 Feb,11:00 am GMT-5,Brooklyn Public Library - Cortelyou Branch,"1305 Cortelyou Rd. at, Argyle Rd, Brooklyn, NY, United States",https://www.bklynlibrary.org/calendar/story-time-cortelyou-library-20230203 | https://events.longislandpress.com/event/story-time-at-cortelyou-library-2023-02-03/ | https://events.metrophiladelphia.com/event/story-time-at-cortelyou-library-2023-02-03/ | https://events.brooklynpaper.com/event/story-time-at-cortelyou-library-2023-02-03/,week
The Cafe Wha? House Band,"1 Feb,22 Feb","9:00 pm GMT-5,10:30 pm GMT-5",Cafe Wha?,"115 MacDougal St, New York, NY, United States",https://donyc.com/events/2023/2/1/the-cafe-wha-house-band-tickets,weekend
New York Youth Symphony Composers Reading — DECODA,"5 Feb,9 Feb","12:00 pm GMT-5,12:00 pm GMT-5",The DiMenna Center for Classical Music,"450 W 37th St, New York, NY, United States",https://www.decodamusic.org/calendar/nyys-2023,weekend
Leopoldstadt,5 Feb,3:00 pm GMT-5,Longacre Theatre,"220 W 48th St, New York, NY, United States",https://www.vividseats.com/leopoldstadt-tickets-new-york-longacre-theatre-2-5-2023--theater-other-theater/production/4146705?utm_medium=organic&utm_source=google_eventsearch | https://www.ticketsmarter.com/e/leopoldstadt-tickets-new-york-2-5-2023-longacre-theatre/5363417 | https://48thstreettheatre.com/events/leopoldstadt-121/ | https://seatgeek.com/leopoldstadt-new-york-tickets/theater/2023-02-05-3-pm/5845927 | http://www.oklahomatickets.com/Events/Plays-Tickets/Leopoldstadt-2023-02-05-15-00-00-2167987,weekend
PHD Sunday Sessions,5 Feb,5:00 pm GMT-5,PHD Rooftop Lounge at Dream Downtown,"355 W 16th St, New York, NY, United States",https://app.discotech.me/events/37280913-phd-sunday-sessions-at-phd-downtown,weekend
Tonight at The Hangar,"5 Feb,6 Feb","5:00 pm GMT-5,12:00 am GMT-5",Hangar Bar,"115 Christopher St #1, New York, NY, United States",https://tockify.com/thotyssey/detail/16801/1675634400000,weekend
Couture Fashion Week New York,"4 Feb,5 Feb","4:00 pm GMT-5,11:00 pm GMT-5",The Prince George Ballroom,"15 E 27th St, New York, NY, United States",https://www.eventbrite.com/e/couture-fashion-week-new-york-feb-4-5-2023-4pm-6pm-8pm-tickets-400958185727 | https://www.apparelnews.net/events/2023/feb/04/couture-fashion-week-new-york/?et=22283 | https://m.facebook.com/events/1210839349758568/?active_tab=about | https://www.couturefashionweek.com/casting/ | https://allevents.in/york/couture-fashion-week-new-york-37th-season/200023053241909,weekend
Music Open Jam @ Funkadelic Studios,4 Feb,"6:00 pm GMT-5,10:00 pm GMT-5",Funkadelic Studios,"209 W 40th St 5th Floor, New York, NY, United States",https://commonspace.market/event/music-open-jam-funkadelic-studios-93/,weekend
Kimberly Akimbo,5 Feb,"3:00 pm GMT-5,8:00 pm GMT-5",Booth Theatre,"222 W 45th St, New York, NY, United States",https://www.vividseats.com/kimberly-akimbo-tickets-new-york-booth-theatre-2-5-2023--theater-musical/production/3987433?utm_medium=organic&utm_source=google_eventsearch | https://www.ticketsmarter.com/e/kimberly-akimbo-tickets-new-york-2-5-2023-booth-theatre/5189460 | https://www.feefreeticket.com/kimberly-akimbo-booth-theatre/5189460 | https://mysuitetickets.com/5189460/kimberly-akimbo-tickets | https://www.ticketmaster.com/kimberly-akimbo-new-york-02-05-2023/event/Z7r9jZ1Adfo0E,weekend
Between Riverside and Crazy,5 Feb,"3:00 pm GMT-5,8:00 pm GMT-5",The Hayes Theater,"240 W 44th St, New York, NY, United States",https://www.vividseats.com/between-riverside-and-crazy-tickets-new-york-helen-hayes-theatre-2-5-2023--theater-arts-and-theater/production/4131254?utm_medium=organic&utm_source=google_eventsearch | https://www.bandsintown.com/e/1026690264-crazy-at-helen-hayes-theatre?came_from=209 | https://www.cheaptickets.com/events/tickets/between-riverside-and-crazy-5347445 | https://www.ticketsmarter.com/e/between-riverside-and-crazy-tickets-new-york-2-5-2023-helen-hayes-theatre/5347445 | https://www.ticketsource.com/2211587/Between-Riverside-and-Crazy,weekend
