Name,Date,Time,Venue,Address,Tickets Buying Urls,Filter
The Headlands,,,"30 Grant Ave, San Francisco, CA",,https://www.ticketsmarter.com/e/the-headlands-tickets-san-francisco-2-18-2023-american-conservatory-theater/5497368 | https://www.meetandgreetticket.com/Events/5497368/The-Headlands-Tickets | https://mysuitetickets.com/5497368/the-headlands-tickets,week
Super Soccer Stars | Mission Creek Park,,,Mission Creek Garden,"451 Berry St, San Francisco, CA",https://missionbayparks.com/events/category/soccer/,week
Late Night Karaoke @ The Milk Bar,,"11:30 PM GMT-5,2:00 AM GMT-5",Milk Bar,"1840 Haight St, San Francisco, CA",https://www.eventbrite.com/e/late-night-karaoke-the-milk-bar-tickets-546530817387,week
Hawthorne Saturdays,,,Hawthorn SF Nightclub and Lounge,"46 Geary St, San Francisco, CA",https://app.discotech.me/events/37288948-hawthorne-saturdays-at-hawthorn,weekend
Asheba Plays Caribbean Music for Children - Ingleside Branch,,,Ingleside Branch Library,"1298 Ocean Ave, San Francisco, CA",https://www.chatterblock.com/events/363822/asheba-plays-caribbean-music-for-children-ingleside-branch/,weekend
Asheba Plays Caribbean Music for Children - Richmond/Senator Milton Marks,,,Richmond/Senator Milton Marks Branch Library,"351 9th Ave, San Francisco, CA",https://www.chatterblock.com/events/363827/asheba-plays-caribbean-music-for-children-richmondsenator-milton-marks/,weekend
,,,Simplilearn Americas Inc.,"201 Spear St #1100, San Francisco, CA",https://www.simplilearn.com/aws-cloud-architect-certification-training-course-in-san-francisco-city,weekend
Kafana Balkan,,,Rickshaw Stop,"155 Fell St, San Francisco, CA",https://wl.seetickets.us/event/KAFANA-BALKAN/527965?afflky=RickshawStop | https://dothebay.com/events/2023/2/18/kafana-balkan-tickets | https://app.discotech.me/events/37335333-kafana-balkan-at-rickshaw-stop,weekend
The Salsa Rueda Festi,,,East Bay Community Space,"507 55th St, Oakland, CA",https://eventseeker.com/tickets/eb-499880665527 | https://allevents.in/oakland/the-2nd-salsa-rueda-festi/10000499880665527 | https://www.danceus.org/event/16761088381968/the-salsa-rueda-festi-oakland-ca/ | https://local.aarp.org/event/the-salsa-rueda-festi-2023-02-17-oakland-ca.html | https://bestthingsca.com/event/the-salsa-rueda-festi-2023-02-17-oakland-ca.html,weekend
Freedom from Training Wheels,,"2:00  GMT-5,5:30 PM GMT-5",Fillmore St & O'Farrell St,"San Francisco, CA",https://sfbike.org/event/freedom-from-training-wheels-22/,weekend
The Headlands,,,"30 Grant Ave, San Francisco, CA",,https://www.ticketsmarter.com/e/the-headlands-tickets-san-francisco-2-18-2023-american-conservatory-theater/5497368 | https://www.meetandgreetticket.com/Events/5497368/The-Headlands-Tickets | https://mysuitetickets.com/5497368/the-headlands-tickets,weekend
Super Soccer Stars | Mission Creek Park,,,Mission Creek Garden,"451 Berry St, San Francisco, CA",https://missionbayparks.com/events/category/soccer/,weekend
Late Night Karaoke @ The Milk Bar,,"11:30 PM GMT-5,2:00 AM GMT-5",Milk Bar,"1840 Haight St, San Francisco, CA",https://www.eventbrite.com/e/late-night-karaoke-the-milk-bar-tickets-546530817387,weekend
Golden Gate Theater,,,"1 Taylor St, San Francisco, CA",,https://www.theatricalindex.com/theatre/view/id/149/Golden+Gate+Theater,week
WERD. | WOO DAY w/ LONALD J. BANDZ + OSO FEO,,,Monarch,"101 6th St, San Francisco, CA",https://www.eventbrite.com/e/werd-woo-day-with-lonald-j-bandz-and-oso-feo-tickets-530232318137 | https://ra.co/events/1653520 | https://dothebay.com/events/2023/2/19/werd-woo-day-with-lonald-j-bandz-and-oso-feo-tickets,week
The Headlands,,,Toni Rembe Theater,"San Francisco, CA",https://www.vividseats.com/the-headlands-tickets-san-francisco-american-conservatory-theater---toni-rembe-theater-2-19-2023--theater-arts-and-theater/production/4249498?utm_medium=organic&utm_source=google_eventsearch,week
San Francisco Beer Week,,,"San Francisco, CA",,https://rove.me/to/san-francisco/san-francisco-beer-week,week
The Latin Dead feat. John Kadlecik,,,Sweetwater Music Hall,"19 Corte Madera Ave, Mill Valley, CA",https://www.etix.com/ticket/p/8188206/the-latin-dead-featjohn-kadlecik-mill-valley-sweetwater-music-hall?partner_id=240 | https://sweetwatermusichall.com/event/the-latin-dead-feat-john-kadlecik/sweetwater-music-hall/mill-valley-california/ | https://dothebay.com/events/2023/2/18/the-latin-dead-tickets | https://www.latindead.com/live/event-two-kwbsa | https://allevents.in/corte%20madera/the-latin-dead-feat-john-kadlecik/200023746766017?ref=footer-up-eventlist,week
Candy Rain: the Best Rap Party,,,F8 Nightclub & Bar,"1192 Folsom St, San Francisco, CA",https://app.discotech.me/events/37197036-candy-rain-the-best-rap-party-at-f8 | https://www.witheta.com/event/candy-rain-the-best-rap-party-24139?type=undefined&aff=eta_search&username=undefined | https://allevents.in/san%20francisco/candy-rain-the-best-rap-party/10000341265403007,week
Limon at night,,,Rockwell,"3200 Fillmore St, San Francisco, CA",https://www.eventbrite.com/e/limon-at-night-tickets-305117383307 | https://allevents.in/mobile/amp-event.php?event_id=10000305118366247,week
Admit One Quarterly,,,The Record Bar,"163 Eddy St, San Francisco, CA",https://ra.co/events/1655001,week
MATINEE***A Talent For Mischief,,,Winters Tavern,"1522 Francisco Blvd, Pacifica, CA",https://allevents.in/pacifica/matineea-talent-for-mischief/200023721451759,week
Private Wellness Events San Francisco,,,Glow Yoga & Wellness,"1548 Stockton St, San Francisco, CA",https://allevents.in/san%20francisco/private-wellness-events-san-francisco/10000499985980527,week
Golden Gate Theater,,,"1 Taylor St, San Francisco, CA",,https://www.theatricalindex.com/theatre/view/id/149/Golden+Gate+Theater,weekend
WERD. | WOO DAY w/ LONALD J. BANDZ + OSO FEO,,,Monarch,"101 6th St, San Francisco, CA",https://www.eventbrite.com/e/werd-woo-day-with-lonald-j-bandz-and-oso-feo-tickets-530232318137 | https://ra.co/events/1653520 | https://dothebay.com/events/2023/2/19/werd-woo-day-with-lonald-j-bandz-and-oso-feo-tickets,weekend
The Headlands,,,Toni Rembe Theater,"San Francisco, CA",https://www.vividseats.com/the-headlands-tickets-san-francisco-american-conservatory-theater---toni-rembe-theater-2-19-2023--theater-arts-and-theater/production/4249498?utm_medium=organic&utm_source=google_eventsearch,weekend
San Francisco Beer Week,,,"San Francisco, CA",,https://rove.me/to/san-francisco/san-francisco-beer-week,weekend
The Latin Dead feat. John Kadlecik,,,Sweetwater Music Hall,"19 Corte Madera Ave, Mill Valley, CA",https://www.etix.com/ticket/p/8188206/the-latin-dead-featjohn-kadlecik-mill-valley-sweetwater-music-hall?partner_id=240 | https://sweetwatermusichall.com/event/the-latin-dead-feat-john-kadlecik/sweetwater-music-hall/mill-valley-california/ | https://dothebay.com/events/2023/2/18/the-latin-dead-tickets | https://www.latindead.com/live/event-two-kwbsa | https://allevents.in/corte%20madera/the-latin-dead-feat-john-kadlecik/200023746766017?ref=footer-up-eventlist,weekend
Candy Rain: the Best Rap Party,,,F8 Nightclub & Bar,"1192 Folsom St, San Francisco, CA",https://app.discotech.me/events/37197036-candy-rain-the-best-rap-party-at-f8 | https://www.witheta.com/event/candy-rain-the-best-rap-party-24139?type=undefined&aff=eta_search&username=undefined | https://allevents.in/san%20francisco/candy-rain-the-best-rap-party/10000341265403007,weekend
Limon at night,,,Rockwell,"3200 Fillmore St, San Francisco, CA",https://www.eventbrite.com/e/limon-at-night-tickets-305117383307 | https://allevents.in/mobile/amp-event.php?event_id=10000305118366247,weekend
Admit One Quarterly,,,The Record Bar,"163 Eddy St, San Francisco, CA",https://ra.co/events/1655001,weekend
MATINEE***A Talent For Mischief,,,Winters Tavern,"1522 Francisco Blvd, Pacifica, CA",https://allevents.in/pacifica/matineea-talent-for-mischief/200023721451759,weekend
Private Wellness Events San Francisco,,,Glow Yoga & Wellness,"1548 Stockton St, San Francisco, CA",https://allevents.in/san%20francisco/private-wellness-events-san-francisco/10000499985980527,weekend
Lunay En Vivo Sunday 2.19.23,,,The Grand,"520 4th St, San Francisco, CA",https://www.eventbrite.com/e/lunay-en-vivo-at-the-grand-nightclub-21923-tickets-488930061977 | https://allevents.in/san%20francisco/lunay-en-vivo-at-the-grand-san-francisco/10000487994162677 | https://www.tablelist.com/v/the-grand-san-francisco-60d086c11cf0da69 | https://app.discotech.me/events/37317946-lunay-en-vivo-at-the-grand-nightclub-at-the-grand,next_week
SF's Winterfest Beer & Comedy Festival 2023 at Speakeasy Brewery,,,Speakeasy Ales & Lagers,"1195 Evans Ave, San Francisco, CA",https://www.todaytix.com/sf-bay-area/shows/27629-sfs-winterfest-beer-and-comedy-festival-2023-at-speakeasy-brewery,next_week
Mean Girls,,,Golden Gate Theatre,"1 Taylor St, San Francisco, CA",https://www.san-francisco-theater.com/index_2018_tony_nominee.php,next_week
IMAGINA- Presidents weekend main event,,,City Nights,"715 Harrison St, San Francisco, CA",https://www.seetickets.us/event/IMAGINA-Presidents-weekend-main-event/524650,next_week
Jazz at Donato Enoteca,,,Donato Enoteca,"1041 Middlefield Rd, Redwood City, CA",https://jazzonthego.com/event/4623907/594506263/jazz-at-donato-enoteca,next_week
Party101 With DJ Matt Bennett,,,August Hall,"420 Mason St, San Francisco, CA",https://www.ticketweb.com/event/party101-with-dj-matt-bennett-august-hall-tickets/12866265 | https://www.fanfaretickets.com/Events/2231312/Party101-With-DJ-Matt-Bennett-Tickets | https://www.eventticketscenter.com/party101-with-matt-bennett-san-francisco-02-25-2023/5548732/t | https://showtimetickets.com/event/party101-with-dj-matt-bennett-tickets-san-francisco-ca-2023-02-25-22-00-00-2231312.html | https://www.victorytickets.com/2231312/Party101-With-DJ-Matt-Bennett,next_week
San Francisco Music Hall of Fame Gallery,,,"1353 Bush St, San Francisco, CA",,https://allevents.in/san%20francisco/san-francisco-music-hall-of-fame-gallery/10000511126251377 | https://www.eventbrite.com/e/san-francisco-music-hall-of-fame-gallery-tickets-511126251377,next_week
Noise Pop Music Festival,,,"San Francisco, CA",,https://eventseeker.com/artist/314483-maria-bc,next_week
Champagne Cabaret: The Book of Love,,,Great Star Theater,"636 Jackson St, San Francisco, CA",https://feverup.com/m/124354 | https://www.greatstartheater.org/champagne-cabaret?aff=listing | https://fever.pxf.io/c/266168/1396783/16345?prodsku=124354&u=https%3A%2F%2Ffeverup.com%2Fm%2F124354&intsrc=CATF_10347 | https://eventseeker.com/venue/872350-great-star-theater-san-francisco | https://www.sfstation.com/the-great-star-theater-b264523,next_week
Getting There,,,New Conservatory Theatre Center,"25 Van Ness Avenue, Lower Lobby, San Francisco, CA",https://eventseeker.com/san-francisco/feb-3-2023/438078107-getting-there,next_week
Imanbek Door,,,Temple Nightclub San Francisco,"540 Howard St, San Francisco, CA",https://www.eventbrite.com/e/imanbek-at-temple-sf-tickets-483604202187 | https://app.discotech.me/events/37313649-imanbek-at-temple | https://allevents.in/san%20francisco/imanbek-at-temple-sf/200023886134154 | https://dothebay.com/events/2023/2/18/imanbek-tickets | https://www.tixr.com/groups/templesf/events/imanbek-door-62722,month
Sister Nancy,,,The Chapel,"777 Valencia St, San Francisco, CA",https://www.closeseats.com/san-francisco/reggae/sister-nancy-tickets/5455018 | https://dothebay.com/events/2023/2/18/sister-nancy-tickets | https://www.stubhub.com/sister-nancy-san-francisco-tickets-2-18-2023/event/151227205/ | https://www.unation.com/event/sister-nancy-13438574 | https://www.rateyourseats.com/mobile/tickets/events/sister-nancy-february-18-2023-4222825,month
Eric Benét  at Yoshi's,,"8:00 PM GMT-5,8:15 PM GMT-5",Yoshi's,"510 Embarcadero West, Oakland, CA",https://festivaly.eu/en/eric-benet-yoshis-oakland-2023-5 | https://ticketliquidator.auhm.net/c/266168/181694/2085?prodsku=5451174&u=https%3A%2F%2Fwww.ticketliquidator.com%2Ftickets%2F5451174%2FEric-Benet-tickets-Tue-Feb-14-2023-Yoshi%27s---Oakland&intsrc=CATF_1315 | https://www.shareasale.com/m-pr.cfm?merchantID=76847&userID=479796&productID=1281905863 | https://www.ticketcity.com/san-francisco-tickets/yoshis-jazz-club-oakland-tickets/eric-benet-feb-14-2023-4214913.html?aid=2658 | https://www.visitoakland.com/event/eric-ben%C3%A9t-at-yoshis/29559/,month
CUFFIN OAKLAND: All Thangs R&B Party Grand Reopening!,,,Amber Lounge,"1517 Franklin St, Oakland, CA",https://www.eventbrite.com/e/cuffin-oakland-all-thangs-rb-party-grand-reopening-tickets-516955587077 | https://allevents.in/mobile/amp-event.php?event_id=10000533206263287,month
I LOVE FIESTA! Party at Woodbury San Francisco,,"9:30 PM GMT-5,2:00 AM GMT-5",Woodbury,"685 3rd St, San Francisco, CA",https://www.eventbrite.com/e/dj-guardado-remix-events-present-i-love-fiesta-party-at-woodbury-san-f-tickets-534872286407 | https://allevents.in/san%20francisco/i-love-fiesta-party-at-woodbury-san-francisco/10000531180454037 | https://dothebay.com/events/2023/2/18/i-love-fiesta-party-at-woodbury-san-francisco-tickets,month
Audien,,,Yolo Nightclub,"333 11th St, San Francisco, CA",https://www.songkick.com/concerts/40849490-audien-at-yolo-nightclub?utm_medium=organic&utm_source=microformat | https://app.discotech.me/events/37331426-audien-at-yolo-nightclub,month
Noise Pop Festival Takeover at Zeitgeist,,,Zeitgeist,"199 Valencia St, San Francisco, CA",https://dothebay.com/events/2023/2/18/noise-pop-festival-takeover-at-zeitgeist-free | https://www.sfstation.com/zeitgeist-b1268,month
Day Party w/ Cubicolor,,,Audio Nightclub,"316 11th St, San Francisco, CA",https://audiosf.com/?utm_source=jambase | https://www.viagogo.com/E-151310696 | https://www.eventbrite.com/e/cubicolor-dj-set-tickets-485798074117 | https://allevents.in/san%20francisco/cubicolor-dj-set/10000485798074117 | https://dothebay.com/events/2023/2/19/day-party-w-cubicolor-at-audio-sf-tickets,month
Open Rehearsal for Prospective Players:  SF Mandolin Orchestra,,"12:30  GMT-5,3:30 PM GMT-5",Taraval Police Station,"2345 24th Ave, San Francisco, CA",https://www.meetup.com/bay-area-classical-mandolin-lovers/,month
Lunay En Vivo Sunday 2.19.23,,,The Grand,"520 4th St, San Francisco, CA",https://www.eventbrite.com/e/lunay-en-vivo-at-the-grand-nightclub-21923-tickets-488930061977 | https://allevents.in/san%20francisco/lunay-en-vivo-at-the-grand-san-francisco/10000487994162677 | https://www.tablelist.com/v/the-grand-san-francisco-60d086c11cf0da69 | https://app.discotech.me/events/37317946-lunay-en-vivo-at-the-grand-nightclub-at-the-grand,month
Stamina Drum & Bass — F8 - San Francisco Nightclub,,,F8 Nightclub & Bar,"1192 Folsom St, San Francisco, CA",http://www.feightsf.com/new-events/stamina-sundays-february-19-203,next_week
Willy Wonka,,,Children's Theatre Association of San Francisco,"Presidio Theatre, 99 Moraga Ave, San Francisco, CA",https://www.presidiotheatre.org/show/willy-wonka/,next_week
Azul Sundays feat. DJ Basepay,,,The Valencia Room,"647 Valencia St, San Francisco, CA",https://app.discotech.me/events/37358225-azul-sundays-at-the-valencia-room | https://www.eventbrite.com/e/azul-sundays-021923-tickets-536235734517 | https://dothebay.com/events/2023/2/19/azul-sundays-feat-dj-basepay-tickets | https://www.witheta.com/event/azul-sundays-02-19-23-25112,next_week
Silent Disco at Lost Marbles,,"9:00 PM GMT-5,1:30 AM GMT-5",Lost Marbles,"823 Clement St, San Francisco, CA",https://www.facebook.com/events/533868728636549/533868798636542/ | https://www.sfstation.com/lost-marbles-b39004122,next_week
The Travelers,,,Magic Theatre,"Landmark Building D, Fort Mason Center, 2 Marina Blvd, San Francisco, CA",https://magictheatre.secure.force.com/ticket/#/events/a0S6e00000jLoGQEA0 | https://www.theatermania.com/shows/san-francisco-theater/the-travelers_420892 | https://datebook.sfchronicle.com/event/theater/magic-theatres-the-travelers/ | https://dothebay.com/events/2023/2/15/magic-theatre-season-2023-the-travelers-by-luis-alfaro-tickets | https://www.sfstation.com/magic-theatre-b843,next_week
Getting There,,,New Conservatory Theatre Center,"25 Van Ness Avenue, Lower Lobby, San Francisco, CA",https://eventseeker.com/san-francisco/feb-9-2023/438078107-getting-there,next_week
Nora En Pure,,,The Midway,"900 Marin St, San Francisco, CA",https://www.axs.com/events/471049/nora-en-pure-tickets | https://www.songkick.com/concerts/40896374-nora-en-pure-at-midway?utm_medium=organic&utm_source=microformat | https://www.tixr.com/groups/midwaysf/events/nora-en-pure-61790 | https://www.facebook.com/events/the-midway-sf/nora-en-pure-at-the-midway/718286616684045/ | https://www.stubhub.com/nora-en-pure-san-francisco-tickets-2-25-2023/event/151457699/,next_week
President's Day Dance Party @ Club Raven,,,Raven Bar,"1151 Folsom St, San Francisco, CA",https://www.eventbrite.com/e/presidents-day-dance-party-club-raven-tickets-546169105497 | https://allevents.in/san%20francisco/presidents-day-dance-party-club-raven/10000546169105497,next_week
Getting There,,,New Conservatory Theatre Center,"25 Van Ness Avenue, Lower Lobby, San Francisco, CA",https://eventseeker.com/san-francisco/feb-13-2023/438078107-getting-there,next_week
"Outerlimits President's Day Weekend w/ Rebolledo, Sinca, Groovewell + MORE!",,,The Great Northern,"119 Utah St, San Francisco, CA",https://www.eventbrite.com/e/outerlimits-presidents-day-weekend-w-rebolledo-sinca-groovewell-more-tickets-532346351267 | https://allevents.in/san%20francisco/outerlimits-presidents-day-weekend-w-rebolledo-sinca-groovewell-more/10000532346351267 | https://dothebay.com/events/2023/2/19/outerlimits-president-s-day-weekend-w-rebolledo-sinca-groovewell-more-tickets | https://app.discotech.me/events/37349513-outerlimits-presidents-day-weekend-with-rebolledo-sinca-groovewell-more-at-great-northern | http://bay.okayplayer.com/events/2023/2/19/outerlimits-president-s-day-weekend-w-rebolledo-sinca-groovewell-more-tickets,next_week
Beer Week: Globe Spinners Record Swap ft. Al Pastor Papi & Media Noche — Harmonic,,,Harmonic Brewing,"1050 26th St, San Francisco, CA",http://harmonicbrewing.com/mothership-events/2021/4/11/super-smash-burgers-ejbys-h895y-ma48l-p2reb-ktg9f-axcmh-nsr3l-mpyk9,month
Lupita Infante,,2:30 PM GMT-5,Bing Concert Hall,"327 Lasuen St, Stanford, CA",https://live.stanford.edu/calendar/february-2023/lupita-infante | https://www.kron4.com/community/calendar/?_escaped_fragment_=/show/?start=2022-03-19#!/details/Lupita-Infante/10405054/2023-02-19T14 | http://www.mv-voice.com/calendar/#!/details/Lupita-Infante/10405054/2023-02-19T14 | https://www.paloaltoonline.com/calendar/?category=18#!/details/Lupita-Infante/10405054/2023-02-19T14 | https://dothebay.com/events/2023/2/19/lupita-infante-tickets,month
NOCTURNAL EXTREME w DJ Alex Acosta,,"3:30  GMT-5,6:00 AM GMT-5",Halcyon SF,"314 11th St, San Francisco, CA",https://www.seetickets.us/event/NOCTURNAL-EXTREME-w-DJ-Alex-Acosta/509762 | https://edmtrain.com/tours/alex-acosta-14989,month
Mean Girls,,,Golden Gate Theatre,"1 Taylor St, San Francisco, CA",https://www.san-francisco-theater.com/index_2018_tony_nominee.php,month
IMAGINA- Presidents weekend main event,,,City Nights,"715 Harrison St, San Francisco, CA",https://www.seetickets.us/event/IMAGINA-Presidents-weekend-main-event/524650,month
Best of San Francisco Stand-Up Comedy,,"12:00  GMT-5,1:30 PM GMT-5",Lesher Center for the Arts,"1601 Civic Dr, Walnut Creek, CA",https://www.walnut-creek.org/Home/Components/Calendar/Event/15382/ | https://www.lesherartscenter.org/Home/Components/Calendar/Event/15382/3094 | https://www.kkiq.com/event/walnut-creek-best-of-san-francisco-stand-up-comedy/ | https://bestthingsca.com/event/best-of-san-francisco-standup-comedy-2023-02-18-walnut-creek-ca.html | https://allevents.in/mobile/amp-event.php?event_id=300036288391,month
San Francisco Music Hall of Fame Gallery,,,"1353 Bush St, San Francisco, CA",,https://allevents.in/san%20francisco/san-francisco-music-hall-of-fame-gallery/10000511126241347 | https://www.eventbrite.com/e/san-francisco-music-hall-of-fame-gallery-tickets-511126241347,month
Student Film Workshop,,"9:30 PM GMT-5,2:00 AM GMT-5",715 Harrison,"715 Harrison St, San Francisco, CA",https://www.eventbrite.com/e/student-night-tickets-532570361287 | https://allevents.in/san%20francisco/student-night/10000532570361287,month
HEAT Presidents Day Weekend,,,The Great Northern,"119 Utah St, San Francisco, CA",https://www.eventbrite.com/e/heat-presidents-day-weekend-tickets-465190024887 | https://allevents.in/san%20francisco/heat-presidents-day-weekend/200023727387917 | https://dothebay.com/events/2023/2/18/heat-presidents-day-weekend-tickets | https://www.gaypinkspots.com/event/heat--presidents-day-saturday.html | https://app.discotech.me/events/37297137-heat-presidents-day-weekend-at-great-northern,month
BINOMIO DE ORO EN SAN FRANCISCO,,,MAYA NIGHTCLUB,"1776 Broadway, Redwood City, CA",https://www3.ticketon.com/event/BINOMIO-DE-ORO-EN-SAN-FRANCISCO/525861 | https://allevents.in/redwood%20city/02-18-2023-binomio-de-oro-de-america-en-san-francisco/200023933966125 | https://www.kron4.com/community/calendar/?_escaped_fragment_=/show/?start=2022-04-09#!/details/BINOMIO-DE-ORO-EN-SAN-FRANCISCO/11370544/2023-02-18T21 | https://www.songkick.com/concerts/40826556-binomio-de-oro-de-america-at-maya-nightclub | https://www.tickeri.com/events/63b4983040bd130004feeb4c/binomio-de-oro-en-san-francisco,month
The Headlands,,,Toni Rembe Theater,"San Francisco, CA",https://www.act-sf.org/whats-on/202223-season/the-headlands/ | https://www.theatermania.com/shows/san-francisco-theater/the-headlands_390826 | https://encorespotlight.com/event/american-conservatory-theater-the-headlands-2023/ | https://www.san-francisco-theater.com/theaters/toni-rembe-theatre/the-headlands.php | https://www.rateyourseats.com/mobile/tickets/events/the-headlands-february-9-2023-4249486,next_week
Getting There,,,New Conservatory Theatre Center,"25 Van Ness Avenue, Lower Lobby, San Francisco, CA",https://eventseeker.com/san-francisco/feb-4-2023/438078107-getting-there,next_week
Paul Oakenfold,,,The Midway,"900 Marin St, San Francisco, CA",https://www.tixr.com/groups/midwaysf/events/paul-oakenfold-57446 | https://www.vividseats.com/paul-oakenfold-tickets-san-francisco-the-midway---san-francisco-2-25-2023--concerts-dance-electronica/production/4235522?utm_medium=organic&utm_source=google_eventsearch | https://www.bandsintown.com/t/103977971?came_from=209 | https://www.boxofficeticketsales.com/5479971/paul-oakenfold-tickets-sat-2-25-2023-the-midway-ca | https://www.kron4.com/community/calendar/?_escaped_fragment_=%2Fshow%2F%3Fstart#!/details/Paul-Oakenfold/11292888/2023-02-25T15,next_week
"Eric Johnson, Great American Music Hall, San Francisco",,,"San Francisco, CA",,https://www.san-francisco-theater.com/category_dates.php?year=2023&month=2&day=19&category=Jazz+Blues,next_week
Getting There,,,New Conservatory Theatre Center,"25 Van Ness Avenue, Lower Lobby, San Francisco, CA",https://eventseeker.com/san-francisco/feb-5-2023/438078107-getting-there,next_week
What's UP Wednesday? 02/08/2023,,,The Valencia Room,"647 Valencia St, San Francisco, CA",https://www.eventbrite.com/e/whats-up-wednesday-02082023-tickets-532653128847 | https://allevents.in/san%20francisco/whats-up-wednesday-02-08-2023/10000532653128847 | https://www.witheta.com/event/24740?aff=front_page,next_week
Kassa Overall,,"4:00 AM GMT-5,3:59 AM GMT-5",Black Cat Jazz & Supper Club,"400 Eddy St, San Francisco, CA",https://blackcatsf.com/event/kassa-overall/2023-02-19/,next_week
Getting There,,,New Conservatory Theatre Center,"25 Van Ness Avenue, Lower Lobby, San Francisco, CA",https://eventseeker.com/san-francisco/feb-1-2023/438078107-getting-there,next_week
Oasis Saturday  at The Grand Nightclub 2.4.23,,,The Grand,"520 4th St, San Francisco, CA",https://allevents.in/mobile/amp-event.php?event_id=10000525947341657,next_week
NOISE POP 30 with CURTIS WATERS,,,Rickshaw Stop,"155 Fell St, San Francisco, CA",https://www.eventbrite.com/e/curtis-waters-tickets-468914133797 | https://allevents.in/san%20francisco/curtis-waters/10000468006127927 | https://rickshawstop.com/noise-pop-30-with-curtis-waters/ | https://www.kron4.com/community/calendar/#!/details/Curtis-Waters/11174263/2023-02-24T20 | https://dothebay.com/events/2023/2/24/curtis-waters-tickets,next_week
SubDocta,,"9:00 PM GMT-5,2:30 AM GMT-5",DNA Lounge,"375 11th St, San Francisco, CA",https://www.dnalounge.com/calendar/2023/02-18d.html | https://www.kron4.com/community/calendar/#!/details/Subdocta-Presents-Bass-Science-Tour-w-Black-Carl-/11238457/2023-02-18T19 | https://dothebay.com/events/2023/2/18/subdocta-tickets | http://events.noisepop.com/events/2023/2/18/subdocta-tickets | https://app.discotech.me/events/37311772-subdocta-at-dna-lounge,month
Orquesta San Vicente,,,Roccapulco,"3140 Mission St, San Francisco, CA",https://www.songkick.com/concerts/40827733-orquesta-san-vicente-at-roccapulco?utm_medium=organic&utm_source=microformat,month
Diva Royale - Drag Queen Dinner & Brunch Show San Francisco,,"1:30  GMT-5,2:30 PM GMT-5",LUV Nightclub & Event Space,"447 Broadway, San Francisco, CA",https://allevents.in/san%20francisco/diva-royale-drag-queen-dinner-and-brunch-show-san-francisco/10000158985236121 | https://www.eventbrite.com/e/diva-royale-drag-queen-dinner-amp-brunch-show-san-francisco-tickets-158985236121?aff=ebdiayyoutube,month
Jazz at Donato Enoteca,,,Donato Enoteca,"1041 Middlefield Rd, Redwood City, CA",https://jazzonthego.com/event/4623907/594506263/jazz-at-donato-enoteca,month
Dim Sum Beer Brunch with Fort Point,,"1:30  GMT-5,4:30 PM GMT-5",Hong Kong Lounge,"5322 Geary Blvd, San Francisco, CA",https://www.eventbrite.com/e/dim-sum-beer-brunch-with-fort-point-tickets-493023525637 | https://allevents.in/san%20francisco/dim-sum-beer-brunch-with-fort-point/10000493023525637 | https://dothebay.com/events/2023/2/18/dim-sum-beer-brunch-with-fort-point-tickets | https://www.sfstation.com/hong-kong-lounge-b139513,month
Party101 With DJ Matt Bennett,,,August Hall,"420 Mason St, San Francisco, CA",https://www.ticketweb.com/event/party101-with-dj-matt-bennett-august-hall-tickets/12866265 | https://www.fanfaretickets.com/Events/2231312/Party101-With-DJ-Matt-Bennett-Tickets | https://www.eventticketscenter.com/party101-with-matt-bennett-san-francisco-02-25-2023/5548732/t | https://showtimetickets.com/event/party101-with-dj-matt-bennett-tickets-san-francisco-ca-2023-02-25-22-00-00-2231312.html | https://www.victorytickets.com/2231312/Party101-With-DJ-Matt-Bennett,month
Nils Hoffman,,"9:30 PM GMT-5,2:30 AM GMT-5",Audio Nightclub,"316 11th St, San Francisco, CA",https://www.eventbrite.com/e/nils-hoffmann-tickets-452378334777 | https://dothebay.com/events/2023/2/18/nils-hoffman-at-audio-sf-tickets | https://www.stubhub.com/nils-hoffmann-san-francisco-tickets-2-18-2023/event/151276731/ | https://www.unation.com/event/nils-hoffmann-13580125 | https://app.discotech.me/events/37288242-nils-hoffmann-at-audio,month
PRINCESS w/ WILLOW PILL,,,OASIS,"298 11th St, San Francisco, CA",https://www.eventbrite.com/e/princess-w-willow-pill-tickets-497984393727 | https://allevents.in/san%20francisco/princess-w-willow-pill/10000497984393727,month
SF's HellaDesi Comedy Night,,"10:30 PM GMT-5,2:00 AM GMT-5",Neck of the Woods,"406 Clement St, San Francisco, CA",https://www.eventbrite.com/e/sfs-helladesi-comedy-night-tickets-55392014005 | https://allevents.in/san%20francisco/sfs-helladesi-comedy-night/10000491098487797,month
Rebolledo,,,The Great Northern,"119 Utah St, San Francisco, CA",https://www.songkick.com/concerts/40890676-rebolledo-at-great-northern?utm_medium=organic&utm_source=microformat,month
Getting There,,,New Conservatory Theatre Center,"25 Van Ness Avenue, Lower Lobby, San Francisco, CA",https://eventseeker.com/san-francisco/feb-7-2023/438078107-getting-there,next_week
,,,Simplilearn Americas Inc.,"201 Spear St #1100, San Francisco, CA",https://www.simplilearn.com/aws-cloud-architect-certification-training-course-in-san-francisco-city,next_week
